No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date,Kategori_PM2.5
27019,2016,3,30,18,56.0,151.0,25.0,36.0,1000.0,107.0,19.7,1008.5,-3.9,0.0,SE,2.9,Aotizhongxin,2016-03-30,Sedang
27020,2016,3,30,19,49.0,169.0,21.0,48.0,800.0,73.0,17.7,1008.7,-3.2,0.0,SE,2.7,Aotizhongxin,2016-03-30,Sedang
27021,2016,3,30,20,57.0,161.0,27.0,53.0,900.0,56.0,16.4,1009.2,-2.7,0.0,SE,2.3,Aotizhongxin,2016-03-30,Sedang
27022,2016,3,30,21,67.0,170.0,30.0,55.0,1100.0,51.0,15.2,1009.3,-2.3,0.0,SE,2.2,Aotizhongxin,2016-03-30,Sedang
27023,2016,3,30,22,67.0,157.0,27.0,59.0,1000.0,40.0,14.0,1009.2,-1.6,0.0,SE,1.1,Aotizhongxin,2016-03-30,Sedang
27024,2016,3,30,23,70.0,155.0,27.0,72.0,1100.0,18.0,12.7,1009.2,-0.6,0.0,SE,0.4,Aotizhongxin,2016-03-30,Sedang
27025,2016,3,31,0,80.0,164.0,30.0,75.0,1300.0,14.0,10.9,1008.8,0.0,0.0,ENE,0.5,Aotizhongxin,2016-03-31,Tinggi
27026,2016,3,31,1,96.0,180.0,34.0,74.0,1400.0,21.0,9.3,1008.4,1.0,0.0,ENE,1.2,Aotizhongxin,2016-03-31,Tinggi
27027,2016,3,31,2,107.0,166.0,36.0,85.0,1400.0,6.0,9.0,1007.7,0.7,0.0,E,0.9,Aotizhongxin,2016-03-31,Tinggi
27028,2016,3,31,3,106.0,178.0,33.0,82.0,1300.0,2.0,8.6,1007.1,1.5,0.0,NNE,1.1,Aotizhongxin,2016-03-31,Tinggi
27029,2016,3,31,4,114.0,181.0,33.0,80.0,1500.0,2.0,8.0,1006.5,2.0,0.0,NNE,1.0,Aotizhongxin,2016-03-31,Tinggi
27030,2016,3,31,5,123.0,184.0,28.0,76.0,1500.0,2.0,7.7,1005.9,2.6,0.0,NE,1.6,Aotizhongxin,2016-03-31,Sangat Tinggi
27031,2016,3,31,6,129.0,180.0,28.0,69.0,1400.0,2.0,7.0,1005.7,2.3,0.0,ESE,0.9,Aotizhongxin,2016-03-31,Sangat Tinggi
27032,2016,3,31,7,120.0,168.0,33.0,73.0,1400.0,2.0,8.9,1005.9,1.5,0.0,NNE,1.4,Aotizhongxin,2016-03-31,Sangat Tinggi
27048,2016,3,31,23,56.0,298.0,23.0,23.0,600.0,99.0,19.9,998.4,6.6,0.0,S,3.6,Aotizhongxin,2016-03-31,Sedang
27049,2016,4,1,0,53.0,240.0,23.0,21.0,500.0,95.0,19.5,999.1,6.9,0.0,SW,2.8,Aotizhongxin,2016-04-01,Sedang
27050,2016,4,1,1,59.0,196.0,21.0,30.0,600.0,72.0,18.6,998.8,7.4,0.0,SSW,1.7,Aotizhongxin,2016-04-01,Sedang
27051,2016,4,1,2,58.0,205.0,21.0,30.0,600.0,65.0,18.1,998.3,7.5,0.0,SSE,1.7,Aotizhongxin,2016-04-01,Sedang
27052,2016,4,1,3,65.0,182.0,21.0,29.0,600.0,58.0,17.0,999.3,7.6,0.0,NE,0.7,Aotizhongxin,2016-04-01,Sedang
27054,2016,4,1,5,68.0,204.0,19.0,41.0,600.0,27.0,15.6,999.3,7.9,0.0,WSW,0.7,Aotizhongxin,2016-04-01,Sedang
27055,2016,4,1,6,70.0,193.0,18.0,54.0,800.0,7.0,13.8,1000.2,7.8,0.0,N,1.2,Aotizhongxin,2016-04-01,Sedang
27056,2016,4,1,7,84.0,229.0,18.0,64.0,1100.0,2.0,14.8,1001.6,8.5,0.0,N,0.9,Aotizhongxin,2016-04-01,Tinggi
27065,2016,4,1,16,13.0,25.0,9.0,7.0,200.0,99.0,20.8,1005.7,-3.7,0.0,NW,3.9,Aotizhongxin,2016-04-01,Rendah
27067,2016,4,1,18,12.0,33.0,9.0,12.0,200.0,89.0,18.9,1006.6,-2.7,0.0,NE,3.7,Aotizhongxin,2016-04-01,Rendah
27068,2016,4,1,19,9.0,44.0,10.0,14.0,200.0,80.0,18.2,1008.0,-3.3,0.0,N,2.2,Aotizhongxin,2016-04-01,Rendah
27069,2016,4,1,20,7.0,14.0,9.0,19.0,200.0,73.0,16.7,1009.3,-4.0,0.0,ENE,3.8,Aotizhongxin,2016-04-01,Rendah
27070,2016,4,1,21,8.0,40.0,9.0,26.0,300.0,56.0,14.8,1010.7,-4.0,0.0,ENE,3.3,Aotizhongxin,2016-04-01,Rendah
27071,2016,4,1,22,12.0,40.0,8.0,22.0,200.0,56.0,14.1,1010.8,-4.2,0.0,ENE,3.7,Aotizhongxin,2016-04-01,Rendah
27072,2016,4,1,23,9.0,27.0,9.0,23.0,200.0,54.0,13.7,1011.5,-4.5,0.0,ENE,3.0,Aotizhongxin,2016-04-01,Rendah
27073,2016,4,2,0,9.0,18.0,9.0,26.0,200.0,50.0,13.4,1012.5,-4.8,0.0,ENE,2.8,Aotizhongxin,2016-04-02,Rendah
27074,2016,4,2,1,7.0,22.0,9.0,21.0,200.0,58.0,13.3,1012.7,-3.9,0.0,NE,2.9,Aotizhongxin,2016-04-02,Rendah
27075,2016,4,2,2,6.0,7.0,9.0,19.0,200.0,61.0,13.3,1013.6,-4.9,0.0,ENE,2.6,Aotizhongxin,2016-04-02,Rendah
27076,2016,4,2,3,3.0,16.0,9.0,22.0,200.0,56.0,13.2,1014.1,-4.9,0.0,ESE,3.1,Aotizhongxin,2016-04-02,Rendah
27077,2016,4,2,4,10.0,18.0,9.0,27.0,200.0,50.0,12.9,1015.4,-4.7,0.0,NE,1.6,Aotizhongxin,2016-04-02,Rendah
27078,2016,4,2,5,6.0,24.0,10.0,18.0,200.0,61.0,12.7,1015.8,-3.6,0.0,NE,2.5,Aotizhongxin,2016-04-02,Rendah
27079,2016,4,2,6,3.0,35.0,10.0,11.0,200.0,71.0,12.3,1015.7,-1.6,0.0,ENE,1.5,Aotizhongxin,2016-04-02,Rendah
27080,2016,4,2,7,5.0,24.0,10.0,23.0,200.0,57.0,12.0,1016.3,-1.2,0.0,ENE,1.0,Aotizhongxin,2016-04-02,Rendah
27081,2016,4,2,8,3.0,5.0,10.0,21.0,200.0,63.0,13.6,1016.9,-2.0,0.0,NNE,1.6,Aotizhongxin,2016-04-02,Rendah
27082,2016,4,2,9,3.0,6.0,11.0,12.0,200.0,77.0,14.6,1017.0,-5.2,0.0,N,2.5,Aotizhongxin,2016-04-02,Rendah
27083,2016,4,2,10,8.0,10.0,11.0,10.0,200.0,81.0,15.6,1017.2,-5.5,0.0,NNE,2.4,Aotizhongxin,2016-04-02,Rendah
27084,2016,4,2,11,11.0,11.0,10.0,8.0,200.0,88.0,16.3,1016.7,-6.1,0.0,N,3.2,Aotizhongxin,2016-04-02,Rendah
27085,2016,4,2,12,4.0,8.0,11.0,8.0,200.0,93.0,17.4,1016.1,-6.5,0.0,NW,3.1,Aotizhongxin,2016-04-02,Rendah
27087,2016,4,2,14,13.0,13.0,9.0,7.0,200.0,102.0,18.6,1014.8,-10.4,0.0,NNW,3.7,Aotizhongxin,2016-04-02,Rendah
27090,2016,4,2,17,5.0,31.0,9.0,10.0,200.0,94.0,17.2,1015.1,-11.5,0.0,NW,3.4,Aotizhongxin,2016-04-02,Rendah
27091,2016,4,2,18,4.0,29.0,10.0,12.0,200.0,88.0,16.7,1015.8,-11.9,0.0,NW,4.0,Aotizhongxin,2016-04-02,Rendah
27092,2016,4,2,19,11.0,24.0,9.0,15.0,200.0,82.0,16.1,1016.6,-15.6,0.0,N,3.2,Aotizhongxin,2016-04-02,Rendah
27093,2016,4,2,20,7.0,55.0,9.0,14.0,200.0,80.0,15.5,1017.6,-16.1,0.0,NW,2.9,Aotizhongxin,2016-04-02,Rendah
27094,2016,4,2,21,7.0,47.0,9.0,18.0,200.0,74.0,14.9,1018.7,-15.4,0.0,NNW,2.6,Aotizhongxin,2016-04-02,Rendah
27095,2016,4,2,22,6.0,44.0,9.0,18.0,200.0,71.0,14.5,1019.3,-14.6,0.0,NW,2.1,Aotizhongxin,2016-04-02,Rendah
27096,2016,4,2,23,9.0,26.0,9.0,18.0,200.0,72.0,13.9,1019.9,-15.1,0.0,N,1.4,Aotizhongxin,2016-04-02,Rendah
27097,2016,4,3,0,9.0,35.0,9.0,22.0,200.0,66.0,13.6,1020.1,-15.3,0.0,N,2.2,Aotizhongxin,2016-04-03,Rendah
27098,2016,4,3,1,5.0,33.0,8.0,23.0,200.0,64.0,13.3,1020.2,-15.6,0.0,NNE,2.7,Aotizhongxin,2016-04-03,Rendah
27099,2016,4,3,2,5.0,26.0,2.0,18.0,200.0,69.0,12.5,1020.0,-14.3,0.0,NNE,1.8,Aotizhongxin,2016-04-03,Rendah
27100,2016,4,3,3,9.0,23.0,2.0,19.0,200.0,65.0,11.6,1019.7,-13.4,0.0,NE,1.6,Aotizhongxin,2016-04-03,Rendah
27102,2016,4,3,5,3.0,24.0,2.0,11.0,200.0,77.0,10.0,1020.1,-12.0,0.0,NE,0.9,Aotizhongxin,2016-04-03,Rendah
27103,2016,4,3,6,6.0,23.0,2.0,15.0,200.0,70.0,8.6,1020.4,-9.9,0.0,ESE,0.8,Aotizhongxin,2016-04-03,Rendah
27104,2016,4,3,7,4.0,82.0,2.0,37.0,200.0,36.0,8.9,1021.1,-9.6,0.0,NE,0.0,Aotizhongxin,2016-04-03,Rendah
27105,2016,4,3,8,19.0,19.0,2.0,39.0,300.0,35.0,12.9,1021.1,-14.0,0.0,NNW,1.2,Aotizhongxin,2016-04-03,Rendah
27106,2016,4,3,9,17.0,33.0,3.0,26.0,300.0,54.0,14.6,1021.0,-13.6,0.0,NNW,2.3,Aotizhongxin,2016-04-03,Rendah
27107,2016,4,3,10,12.0,12.0,2.0,11.0,200.0,80.0,15.6,1020.4,-13.8,0.0,NW,1.8,Aotizhongxin,2016-04-03,Rendah
27108,2016,4,3,11,4.0,7.0,2.0,9.0,200.0,86.0,16.3,1019.5,-14.3,0.0,W,2.2,Aotizhongxin,2016-04-03,Rendah
27109,2016,4,3,12,3.0,5.0,2.0,7.0,200.0,92.0,17.0,1017.9,-14.9,0.0,SE,2.4,Aotizhongxin,2016-04-03,Rendah
27110,2016,4,3,13,9.0,9.0,2.0,8.0,300.0,92.0,17.9,1016.6,-14.2,0.0,NE,1.7,Aotizhongxin,2016-04-03,Rendah
27111,2016,4,3,14,6.0,16.0,2.0,10.0,300.0,98.0,18.8,1015.3,-14.8,0.0,WSW,1.3,Aotizhongxin,2016-04-03,Rendah
27112,2016,4,3,15,14.0,57.0,2.0,12.0,300.0,116.0,18.7,1014.2,-12.4,0.0,SW,3.0,Aotizhongxin,2016-04-03,Rendah
27113,2016,4,3,16,21.0,76.0,2.0,15.0,300.0,102.0,18.6,1013.5,-10.4,0.0,SW,3.7,Aotizhongxin,2016-04-03,Rendah
27114,2016,4,3,17,22.0,71.0,2.0,13.0,300.0,102.0,17.6,1012.7,-10.3,0.0,SSW,2.8,Aotizhongxin,2016-04-03,Rendah
27115,2016,4,3,18,28.0,80.0,2.0,17.0,300.0,100.0,16.9,1012.8,-9.1,0.0,SSW,4.2,Aotizhongxin,2016-04-03,Rendah
27116,2016,4,3,19,27.0,104.0,2.0,16.0,300.0,103.0,16.2,1012.7,-7.5,0.0,SW,4.1,Aotizhongxin,2016-04-03,Rendah
27117,2016,4,3,20,32.0,99.0,2.0,20.0,300.0,100.0,16.0,1013.2,-6.4,0.0,SW,3.5,Aotizhongxin,2016-04-03,Rendah
27118,2016,4,3,21,34.0,105.0,2.0,23.0,300.0,91.0,15.4,1013.1,-5.1,0.0,SW,3.1,Aotizhongxin,2016-04-03,Rendah
27119,2016,4,3,22,33.0,98.0,3.0,27.0,400.0,80.0,15.0,1012.6,-3.4,0.0,WSW,3.0,Aotizhongxin,2016-04-03,Rendah
27120,2016,4,3,23,41.0,111.0,5.0,29.0,400.0,69.0,14.4,1012.0,-2.1,0.0,WSW,3.3,Aotizhongxin,2016-04-03,Sedang
27121,2016,4,4,0,39.0,88.0,5.0,28.0,400.0,64.0,13.6,1011.7,-1.6,0.0,WSW,2.5,Aotizhongxin,2016-04-04,Sedang
27122,2016,4,4,1,42.0,86.0,5.0,29.0,400.0,59.0,13.4,1011.3,-0.3,0.0,WSW,3.0,Aotizhongxin,2016-04-04,Sedang
27123,2016,4,4,2,45.0,81.0,7.0,25.0,500.0,62.0,12.6,1010.7,0.0,0.0,WSW,1.7,Aotizhongxin,2016-04-04,Sedang
27124,2016,4,4,3,48.0,82.0,5.0,28.0,500.0,49.0,11.8,1010.6,-0.1,0.0,SW,1.6,Aotizhongxin,2016-04-04,Sedang
27125,2016,4,4,4,51.0,101.0,5.0,45.0,500.0,22.0,9.8,1010.5,0.1,0.0,SW,0.7,Aotizhongxin,2016-04-04,Sedang
27126,2016,4,4,5,49.0,104.0,3.0,63.0,600.0,2.0,8.0,1010.4,0.7,0.0,E,0.4,Aotizhongxin,2016-04-04,Sedang
27127,2016,4,4,6,53.0,138.0,5.0,65.0,600.0,2.0,7.6,1010.3,-0.4,0.0,NE,1.6,Aotizhongxin,2016-04-04,Sedang
27128,2016,4,4,7,54.0,148.0,5.0,59.0,600.0,4.0,8.2,1010.6,-0.8,0.0,E,0.9,Aotizhongxin,2016-04-04,Sedang
27129,2016,4,4,8,60.0,157.0,6.0,53.0,600.0,12.0,11.2,1010.8,-0.6,0.0,NNE,0.7,Aotizhongxin,2016-04-04,Sedang
27130,2016,4,4,9,71.0,173.0,9.0,54.0,700.0,17.0,13.4,1011.0,0.1,0.0,S,0.9,Aotizhongxin,2016-04-04,Sedang
27131,2016,4,4,10,78.0,154.0,11.0,50.0,700.0,37.0,14.9,1010.5,-0.1,0.0,WNW,1.0,Aotizhongxin,2016-04-04,Tinggi
27132,2016,4,4,11,75.0,126.0,10.0,48.0,700.0,55.0,16.5,1009.7,-0.7,0.0,ESE,1.8,Aotizhongxin,2016-04-04,Tinggi
27133,2016,4,4,12,76.0,115.0,7.0,56.0,700.0,56.0,18.1,1008.4,1.1,0.0,SSE,2.0,Aotizhongxin,2016-04-04,Tinggi
27134,2016,4,4,13,81.0,139.0,10.0,51.0,700.0,78.0,19.3,1007.2,1.3,0.0,SSW,2.8,Aotizhongxin,2016-04-04,Tinggi
27135,2016,4,4,14,89.0,119.0,16.0,27.0,600.0,125.0,20.0,1006.1,1.4,0.0,SW,1.9,Aotizhongxin,2016-04-04,Tinggi
27136,2016,4,4,15,74.0,74.0,13.0,15.0,500.0,145.0,20.9,1005.1,0.7,0.0,SSW,3.1,Aotizhongxin,2016-04-04,Sedang
27137,2016,4,4,16,79.0,102.0,13.0,16.0,500.0,147.0,21.1,1004.4,0.8,0.0,SSW,3.8,Aotizhongxin,2016-04-04,Tinggi
27138,2016,4,4,17,82.0,103.0,14.0,17.0,500.0,144.0,20.6,1004.5,1.4,0.0,SW,4.5,Aotizhongxin,2016-04-04,Tinggi
27139,2016,4,4,18,78.0,117.0,12.0,19.0,500.0,137.0,19.8,1004.9,1.2,0.0,SW,3.9,Aotizhongxin,2016-04-04,Tinggi
27140,2016,4,4,19,71.0,127.0,12.0,26.0,600.0,115.0,18.9,1005.0,1.8,0.0,SW,3.0,Aotizhongxin,2016-04-04,Sedang
27141,2016,4,4,20,79.0,135.0,13.0,26.0,600.0,106.0,18.6,1005.5,2.0,0.0,SW,4.4,Aotizhongxin,2016-04-04,Tinggi
27142,2016,4,4,21,83.0,131.0,13.0,30.0,700.0,97.0,18.1,1005.9,2.8,0.0,WSW,3.4,Aotizhongxin,2016-04-04,Tinggi
27143,2016,4,4,22,95.0,145.0,16.0,27.0,700.0,105.0,17.6,1006.2,3.8,0.0,WSW,3.8,Aotizhongxin,2016-04-04,Tinggi
27144,2016,4,4,23,101.0,142.0,19.0,24.0,700.0,101.0,17.4,1006.0,5.0,0.0,WSW,4.4,Aotizhongxin,2016-04-04,Tinggi
27145,2016,4,5,0,105.0,140.0,18.0,26.0,800.0,88.0,16.3,1006.2,5.3,0.0,WSW,2.7,Aotizhongxin,2016-04-05,Tinggi
27146,2016,4,5,1,114.0,147.0,17.0,32.0,900.0,67.0,15.6,1006.6,5.8,0.0,WSW,2.4,Aotizhongxin,2016-04-05,Tinggi
27147,2016,4,5,2,121.0,154.0,15.0,39.0,1000.0,46.0,14.3,1006.8,5.6,0.0,W,1.0,Aotizhongxin,2016-04-05,Sangat Tinggi
27148,2016,4,5,3,121.0,121.0,13.0,60.0,900.0,22.0,11.9,1007.2,4.8,0.0,ENE,1.1,Aotizhongxin,2016-04-05,Sangat Tinggi
27150,2016,4,5,5,116.0,217.0,11.0,73.0,1000.0,2.0,8.6,1007.8,4.0,0.0,SW,0.1,Aotizhongxin,2016-04-05,Sangat Tinggi
27151,2016,4,5,6,137.0,171.0,9.0,69.0,1000.0,2.0,7.9,1008.6,4.1,0.0,ESE,0.7,Aotizhongxin,2016-04-05,Sangat Tinggi
27152,2016,4,5,7,109.0,147.0,11.0,63.0,900.0,6.0,10.3,1009.4,3.6,0.0,NE,1.2,Aotizhongxin,2016-04-05,Tinggi
27153,2016,4,5,8,104.0,131.0,17.0,63.0,900.0,15.0,13.3,1010.0,3.1,0.0,NE,2.0,Aotizhongxin,2016-04-05,Tinggi
27154,2016,4,5,9,100.0,140.0,17.0,53.0,900.0,40.0,15.7,1010.2,4.4,0.0,ENE,2.8,Aotizhongxin,2016-04-05,Tinggi
27156,2016,4,5,11,136.0,214.0,26.0,34.0,1000.0,98.0,18.4,1010.1,5.9,0.0,ESE,3.9,Aotizhongxin,2016-04-05,Sangat Tinggi
27157,2016,4,5,12,165.0,196.0,33.0,33.0,1200.0,117.0,18.8,1009.0,5.9,0.0,ESE,3.5,Aotizhongxin,2016-04-05,Sangat Tinggi
27158,2016,4,5,13,154.0,175.0,28.0,25.0,1100.0,148.0,20.3,1008.0,6.2,0.0,ESE,3.4,Aotizhongxin,2016-04-05,Sangat Tinggi
27160,2016,4,5,15,152.0,161.0,24.0,25.0,1000.0,168.0,21.1,1006.1,5.8,0.0,SSE,2.7,Aotizhongxin,2016-04-05,Sangat Tinggi
27161,2016,4,5,16,152.0,183.0,24.0,27.0,1000.0,172.0,21.6,1005.3,6.3,0.0,SSE,2.9,Aotizhongxin,2016-04-05,Sangat Tinggi
27165,2016,4,5,20,64.0,131.0,16.0,28.0,700.0,107.0,15.3,1008.3,-0.1,0.0,ESE,2.6,Aotizhongxin,2016-04-05,Sedang
27166,2016,4,5,21,55.0,70.0,14.0,29.0,700.0,93.0,14.3,1009.3,-1.8,0.0,ESE,1.8,Aotizhongxin,2016-04-05,Sedang
27167,2016,4,5,22,49.0,65.0,16.0,35.0,900.0,71.0,13.7,1009.7,-5.0,0.0,ESE,3.4,Aotizhongxin,2016-04-05,Sedang
27168,2016,4,5,23,46.0,68.0,23.0,42.0,1100.0,53.0,13.2,1009.8,-7.0,0.0,ESE,3.5,Aotizhongxin,2016-04-05,Sedang
27169,2016,4,6,0,40.0,52.0,24.0,42.0,1300.0,52.0,12.5,1009.9,-6.5,0.0,ESE,2.8,Aotizhongxin,2016-04-06,Sedang
27170,2016,4,6,1,42.0,78.0,26.0,41.0,1400.0,56.0,12.0,1009.6,-5.5,0.0,SE,0.8,Aotizhongxin,2016-04-06,Sedang
27171,2016,4,6,2,55.0,68.0,29.0,43.0,1600.0,58.0,10.4,1009.1,-5.2,0.0,ENE,0.5,Aotizhongxin,2016-04-06,Sedang
27172,2016,4,6,3,49.0,53.0,33.0,50.0,2000.0,40.0,10.5,1008.6,-4.3,0.0,ESE,1.2,Aotizhongxin,2016-04-06,Sedang
27175,2016,4,6,6,87.0,118.0,35.0,45.0,2100.0,58.0,8.4,1007.5,-1.4,0.0,W,0.8,Aotizhongxin,2016-04-06,Tinggi
27176,2016,4,6,7,97.0,131.0,42.0,52.0,2200.0,55.0,9.4,1007.7,0.8,0.0,S,0.4,Aotizhongxin,2016-04-06,Tinggi
27183,2016,4,6,14,194.0,230.0,37.0,52.0,2100.0,97.0,18.2,1002.8,7.6,0.0,S,2.1,Aotizhongxin,2016-04-06,Sangat Tinggi
27184,2016,4,6,15,206.0,257.0,31.0,40.0,1800.0,117.0,18.7,1001.6,8.9,0.0,S,2.5,Aotizhongxin,2016-04-06,Sangat Tinggi
27185,2016,4,6,16,217.0,255.0,26.0,31.0,1600.0,121.0,19.1,1000.8,10.1,0.0,WSW,2.8,Aotizhongxin,2016-04-06,Sangat Tinggi
27186,2016,4,6,17,214.0,231.0,25.0,32.0,1600.0,118.0,19.3,999.9,10.8,0.0,SSW,2.2,Aotizhongxin,2016-04-06,Sangat Tinggi
27187,2016,4,6,18,210.0,238.0,23.0,33.0,1500.0,104.0,19.2,1001.1,10.7,0.0,NW,1.5,Aotizhongxin,2016-04-06,Sangat Tinggi
27188,2016,4,6,19,225.0,229.0,23.0,35.0,1600.0,98.0,18.6,1001.1,10.4,0.0,S,1.5,Aotizhongxin,2016-04-06,Sangat Tinggi
27189,2016,4,6,20,231.0,231.0,24.0,56.0,1900.0,63.0,17.6,1002.7,10.0,0.0,ESE,1.3,Aotizhongxin,2016-04-06,Sangat Tinggi
27190,2016,4,6,21,247.0,251.0,22.0,62.0,2100.0,46.0,16.3,1003.1,9.0,0.0,NNE,0.5,Aotizhongxin,2016-04-06,Sangat Tinggi
27201,2016,4,7,8,65.0,65.0,2.0,34.0,600.0,42.0,17.8,1007.4,-5.5,0.0,NW,3.5,Aotizhongxin,2016-04-07,Sedang
27202,2016,4,7,9,32.0,140.0,2.0,18.0,500.0,67.0,19.1,1008.1,-6.6,0.0,NW,4.2,Aotizhongxin,2016-04-07,Rendah
27203,2016,4,7,10,22.0,122.0,2.0,14.0,500.0,79.0,20.2,1008.7,-4.9,0.0,NNW,2.9,Aotizhongxin,2016-04-07,Rendah
27204,2016,4,7,11,24.0,94.0,2.0,12.0,400.0,85.0,21.0,1008.7,-6.7,0.0,NW,2.8,Aotizhongxin,2016-04-07,Rendah
27205,2016,4,7,12,24.0,65.0,2.0,11.0,300.0,91.0,21.9,1008.3,-5.9,0.0,NNW,2.9,Aotizhongxin,2016-04-07,Rendah
27206,2016,4,7,13,19.0,50.0,2.0,8.0,200.0,100.0,23.0,1008.0,-6.0,0.0,WNW,4.5,Aotizhongxin,2016-04-07,Rendah
27207,2016,4,7,14,9.0,92.0,2.0,8.0,200.0,102.0,23.5,1007.4,-6.5,0.0,NNW,3.7,Aotizhongxin,2016-04-07,Rendah
27212,2016,4,7,19,3.0,34.0,2.0,20.0,200.0,86.0,21.4,1008.2,-9.2,0.0,WNW,3.2,Aotizhongxin,2016-04-07,Rendah
27213,2016,4,7,20,9.0,37.0,3.0,23.0,300.0,79.0,20.5,1009.6,-9.9,0.0,N,3.3,Aotizhongxin,2016-04-07,Rendah
27214,2016,4,7,21,5.0,20.0,2.0,24.0,200.0,73.0,19.5,1010.8,-10.7,0.0,NNW,2.0,Aotizhongxin,2016-04-07,Rendah
27215,2016,4,7,22,3.0,17.0,3.0,19.0,200.0,81.0,18.4,1012.0,-13.8,0.0,N,1.8,Aotizhongxin,2016-04-07,Rendah
27216,2016,4,7,23,12.0,12.0,3.0,17.0,200.0,85.0,16.7,1012.4,-16.4,0.0,NNE,3.0,Aotizhongxin,2016-04-07,Rendah
27217,2016,4,8,0,3.0,5.0,3.0,21.0,200.0,80.0,15.5,1013.7,-20.3,0.0,N,3.4,Aotizhongxin,2016-04-08,Rendah
27218,2016,4,8,1,5.0,19.0,2.0,18.0,200.0,79.0,14.7,1013.8,-19.3,0.0,N,3.5,Aotizhongxin,2016-04-08,Rendah
27219,2016,4,8,2,9.0,12.0,2.0,21.0,200.0,72.0,12.2,1013.8,-19.8,0.0,NNE,1.4,Aotizhongxin,2016-04-08,Rendah
27220,2016,4,8,3,5.0,9.0,3.0,21.0,100.0,70.0,11.3,1013.9,-18.2,0.0,NE,1.5,Aotizhongxin,2016-04-08,Rendah
27221,2016,4,8,4,11.0,11.0,3.0,28.0,200.0,60.0,12.2,1013.4,-18.6,0.0,NNW,1.5,Aotizhongxin,2016-04-08,Rendah
27222,2016,4,8,5,5.0,15.0,3.0,30.0,200.0,60.0,12.9,1012.9,-19.3,0.0,NW,3.0,Aotizhongxin,2016-04-08,Rendah
27223,2016,4,8,6,3.0,60.0,3.0,40.0,200.0,42.0,13.2,1013.0,-19.1,0.0,NW,2.4,Aotizhongxin,2016-04-08,Rendah
27224,2016,4,8,7,12.0,96.0,4.0,53.0,300.0,21.0,13.7,1013.4,-17.5,0.0,NW,1.8,Aotizhongxin,2016-04-08,Rendah
27225,2016,4,8,8,11.0,11.0,4.0,65.0,500.0,16.0,15.8,1013.2,-15.8,0.0,NNW,1.2,Aotizhongxin,2016-04-08,Rendah
27227,2016,4,8,10,3.0,19.0,3.0,19.0,200.0,86.0,19.6,1012.5,-12.9,0.0,WNW,2.8,Aotizhongxin,2016-04-08,Rendah
27228,2016,4,8,11,9.0,33.0,3.0,12.0,300.0,95.0,20.8,1011.8,-8.7,0.0,WNW,3.3,Aotizhongxin,2016-04-08,Rendah
27229,2016,4,8,12,21.0,77.0,3.0,22.0,300.0,91.0,21.3,1010.5,-11.6,0.0,SW,4.3,Aotizhongxin,2016-04-08,Rendah
27230,2016,4,8,13,26.0,66.0,2.0,14.0,200.0,107.0,22.1,1009.0,-12.3,0.0,SW,4.1,Aotizhongxin,2016-04-08,Rendah
27235,2016,4,8,18,29.0,210.0,5.0,24.0,300.0,100.0,22.6,1003.9,-8.3,0.0,SW,4.5,Aotizhongxin,2016-04-08,Rendah
27238,2016,4,8,21,128.0,286.0,15.0,35.0,500.0,81.0,20.1,1005.3,-1.7,0.0,WSW,4.4,Aotizhongxin,2016-04-08,Sangat Tinggi
27239,2016,4,8,22,76.0,239.0,19.0,37.0,500.0,72.0,19.2,1005.3,-0.8,0.0,WSW,4.2,Aotizhongxin,2016-04-08,Tinggi
27240,2016,4,8,23,72.0,212.0,23.0,42.0,600.0,54.0,18.3,1005.0,-0.5,0.0,WSW,3.0,Aotizhongxin,2016-04-08,Sedang
27241,2016,4,9,0,60.0,187.0,23.0,46.0,600.0,41.0,17.3,1004.9,0.0,0.0,WSW,2.6,Aotizhongxin,2016-04-09,Sedang
27242,2016,4,9,1,62.0,181.0,20.0,54.0,600.0,21.0,16.3,1005.0,0.4,0.0,W,1.2,Aotizhongxin,2016-04-09,Sedang
27243,2016,4,9,2,67.0,184.0,19.0,64.0,700.0,7.0,15.1,1004.7,0.5,0.0,WSW,1.6,Aotizhongxin,2016-04-09,Sedang
27244,2016,4,9,3,83.0,177.0,16.0,67.0,700.0,2.0,12.0,1004.4,1.0,0.0,WNW,0.5,Aotizhongxin,2016-04-09,Tinggi
27246,2016,4,9,5,63.0,185.0,10.0,60.0,800.0,2.0,9.4,1004.2,2.0,0.0,NE,0.9,Aotizhongxin,2016-04-09,Sedang
27248,2016,4,9,7,70.0,170.0,11.0,60.0,1000.0,2.0,11.9,1004.9,0.9,0.0,NE,1.0,Aotizhongxin,2016-04-09,Sedang
27249,2016,4,9,8,87.0,160.0,21.0,64.0,800.0,12.0,15.1,1005.5,0.9,0.0,ENE,1.1,Aotizhongxin,2016-04-09,Tinggi
27250,2016,4,9,9,103.0,192.0,22.0,65.0,900.0,23.0,18.1,1005.9,1.1,0.0,ENE,1.2,Aotizhongxin,2016-04-09,Tinggi
27251,2016,4,9,10,89.0,174.0,17.0,68.0,900.0,28.0,22.4,1005.8,-1.0,0.0,ESE,1.4,Aotizhongxin,2016-04-09,Tinggi
